0.0548562	0.0579868	0.0508901	0.0515496	0.050537	0.0572561
0.0567411	0.0571674	0.0591721	0.0500926	0.0509299	0.0558371
0.0570708	0.0586149	0.0523061	0.0500083	0.0621874	0.0584202
0.0582031	0.0584489	0.0506822	0.0526924	0.0564117	0.060916
0.056348	0.0587652	0.0600105	0.0559175	0.0506968	0.0609551
0.0556324	0.0585382	0.0607594	0.0511828	0.0600035	0.0611431
0.0555392	0.0596993	0.0543918	0.0496764	0.0502662	0.0559363
0.055597	0.0576018	0.0513281	0.0512815	0.0607949	0.0604998
0.0541484	0.0584749	0.0510852	0.05237	0.0496542	0.0574901
0.0591446	0.0587282	0.0516684	0.0512442	0.0502587	0.0559477
0.0553766	0.0576657	0.0521037	0.0497921	0.0503801	0.0559202
0.0585458	0.0575395	0.052623	0.0496594	0.0510541	0.0562724
0.0606225	0.0582161	0.0550221	0.0505269	0.0510162	0.0582344
0.0581083	0.058945	0.0562624	0.0592682	0.0554252	0.0605771
0.0614271	0.0608429	0.0539884	0.0579329	0.0521929	0.0676958
0.0556672	0.0610045	0.0617867	0.0513936	0.0532007	0.0554716
0.0567132	0.0592232	0.0565875	0.0514899	0.0513028	0.0587084
0.059604	0.0612775	0.0557228	0.0534493	0.0543578	0.0603464
0.0586972	0.0669776	0.0643406	0.0669235	0.0654378	0.0705717
0.0574596	0.0622887	0.0558414	0.0548656	0.0717315	0.0591062
0.0570419	0.0588005	0.0529316	0.0527733	0.0502263	0.0649385
0.0596527	0.0582011	0.061198	0.0565113	0.055262	0.0670517
0.0554337	0.0639189	0.0575882	0.0541067	0.0635461	0.0668442
0.0550569	0.0587175	0.0546074	0.0498641	0.0508406	0.059514
0.0586927	0.0600796	0.0534227	0.0494697	0.0526577	0.0607016
0.0571568	0.0582707	0.0516426	0.0530764	0.0613898	0.0596199
0.0558344	0.0583521	0.0557943	0.0526368	0.0566489	0.0605933
0.0563397	0.0603677	0.0523059	0.0524463	0.0544909	0.0598229
0.0557539	0.0575855	0.0532317	0.0511662	0.0631322	0.0567949
0.0559953	0.0588254	0.0553481	0.0538862	0.0536827	0.060398
0.0581304	0.0601873	0.0531081	0.0511938	0.0555294	0.0596099
0.0571971	0.0589037	0.0529262	0.0515346	0.0572679	0.0571777
0.0601749	0.058551	0.0544508	0.0501419	0.0515918	0.0558885
0.0552211	0.0581772	0.0544423	0.0492819	0.0542623	0.0566415
0.0551245	0.0587831	0.0537786	0.0539732	0.0500579	0.0566116
0.05555	0.062101	0.0516334	0.0498858	0.0544234	0.0597242
0.0535904	0.0598328	0.0500276	0.0508223	0.050023	0.0620219
0.0579159	0.0585194	0.0516072	0.0503499	0.0496634	0.0633331
0.0588505	0.0581429	0.0511542	0.0501816	0.0498718	0.0561729
0.057944	0.057783	0.0532235	0.0494644	0.0503459	0.0563864
0.0601899	0.0596667	0.0537347	0.0567294	0.0568521	0.062486
0.0555426	0.0582941	0.053649	0.0495548	0.0537741	0.0572534
0.0557197	0.059359	0.051404	0.0501495	0.0515406	0.0558553
0.056873	0.0599862	0.0556602	0.0527712	0.050271	0.0565542
0.0568019	0.0596235	0.05217	0.0500547	0.050789	0.0558414
0.0554015	0.0590682	0.0549193	0.0499652	0.0654508	0.0591631
0.0581093	0.0604575	0.0563758	0.0504451	0.0506543	0.056259
0.0589962	0.0609609	0.0521706	0.0576604	0.0507625	0.0562008
0.0570772	0.0597686	0.0545363	0.0534001	0.0543845	0.0578569
0.0556302	0.058205	0.0511806	0.0517603	0.0507023	0.057597
0.0550447	0.0585694	0.0569046	0.0492446	0.0503118	0.0643498
0.0566324	0.0590752	0.054273	0.0554974	0.0587965	0.0580405
0.0557821	0.0583099	0.0523188	0.0502641	0.0532101	0.0583954
0.0579009	0.0594275	0.0608913	0.0557346	0.0520779	0.0570257
0.059947	0.0569327	0.0505639	0.0562813	0.052694	0.0596268
0.0562995	0.0578036	0.061421	0.051388	0.0535144	0.0585523
0.0553035	0.0579543	0.0574747	0.0563278	0.0525308	0.0557096
0.0557217	0.0589726	0.0549914	0.0498355	0.054551	0.0559183
0.0553757	0.0606414	0.0513335	0.0513705	0.0494164	0.0635478
0.0548943	0.0589503	0.051212	0.0501027	0.0496193	0.0587062
0.0601377	0.0605036	0.0593557	0.0530131	0.0502622	0.0569643
0.0570206	0.0579608	0.0521035	0.0499066	0.0594797	0.0563227
0.0570516	0.0576772	0.0514919	0.0502404	0.0497152	0.0567113
0.0558888	0.0607633	0.0557704	0.053215	0.0544042	0.0559024
0.0570543	0.0578998	0.0538149	0.0620324	0.0493623	0.0564196
0.0574221	0.0584964	0.0526211	0.0502428	0.0618602	0.0568442
0.0576342	0.058623	0.0595759	0.0523477	0.0503408	0.0567445
0.0573031	0.057114	0.0520066	0.0525108	0.0507212	0.0614382
0.0572349	0.0586217	0.0574345	0.0513842	0.0625851	0.059353
0.0597362	0.0586009	0.0528364	0.0517096	0.0546945	0.0599619
0.0561466	0.0613976	0.0510661	0.0499982	0.0545257	0.0573569
