0.663228	1.19842	0.64581
0.662784	1.19932	0.645673
0.668906	1.23984	0.646185
0.665867	1.19625	0.645334
0.663877	1.20292	0.650943
0.667379	1.24144	0.648526
0.671241	1.20087	0.645117
0.664093	1.21155	0.647542
0.670311	1.32358	0.724682
0.745235	1.4163	0.65646
0.684197	1.23672	0.651293
0.671081	1.23594	0.645103
0.670091	1.32305	0.65795
0.676094	1.23865	0.653897
0.670918	1.26399	0.65184
0.676404	1.28594	0.655362
0.676392	1.25783	0.650699
0.66944	1.2289	0.649821
0.670938	1.26675	0.65432
0.683886	1.25003	0.651092
0.682317	1.29974	0.65466
0.686433	1.35826	0.704387
0.708656	1.36942	0.727329
0.67949	1.24053	0.659271
0.674204	1.25341	0.657363
0.686123	1.33369	0.712499
0.731593	1.3175	0.680639
0.714625	1.2879	0.658775
0.680702	1.30236	0.671011
0.720667	1.31004	0.705029
0.707543	1.29742	0.656812
0.676928	1.38982	0.740654
0.715352	1.46582	0.716591
0.713194	1.36634	0.658868
0.678544	1.28699	0.665747
0.69552	1.3523	0.680961
0.72402	1.3156	0.657512
0.715441	1.36649	0.661542
0.696137	1.45339	0.700101
0.696826	1.23461	0.65989
0.677687	1.25148	0.653206
0.684069	1.25781	0.655169
0.673423	1.25909	0.657337
0.67672	1.23494	0.665122
0.67916	1.24739	0.655054
0.681634	1.2426	0.65711
0.682982	1.25461	0.656581
0.680821	1.2436	0.661418
0.693072	1.3563	0.705793
0.708532	1.33606	0.70269
0.674456	1.24065	0.657825
0.684968	1.26793	0.680025
0.709784	1.36174	0.66748
0.675262	1.27578	0.658206
0.68367	1.27231	0.6627
0.700604	1.33229	0.657675
0.680732	1.26103	0.659695
0.68232	1.30097	0.706425
0.717832	1.27956	0.655428
0.675643	1.24548	0.651072
0.670305	1.30535	0.713806
0.712598	1.27339	0.680815
0.671286	1.22863	0.654231
0.675737	1.28374	0.649935
0.671667	1.23869	0.65408
0.671799	1.26363	0.659196
0.670738	1.28144	0.682221
0.73875	1.45583	0.647336
0.68445	1.22196	0.650235
0.696846	1.39778	0.655452
0.683731	1.21252	0.652357
0.684904	1.26331	0.666953
0.683192	1.24675	0.653552
0.677744	1.22538	0.651384
0.672512	1.30467	0.650345
0.674711	1.24352	0.653123
0.670841	1.21286	0.650814
0.674708	1.2127	0.649768
0.669637	1.28262	0.65498
0.67334	1.28527	0.655002
0.712401	1.31652	0.702107
0.754426	1.7526	0.729159
0.682006	1.24564	0.65256
0.681417	1.29034	0.657092
0.673041	1.22889	0.651154
0.680953	1.22687	0.650494
0.671321	1.20791	0.653769
0.67826	1.32051	0.67737
0.73759	1.25726	0.651096
0.667493	1.21145	0.653117
0.668994	1.24728	0.650172
0.670492	1.38271	0.750282
0.772775	1.34502	0.668774
0.670026	1.2692	0.654603
0.668814	1.27513	0.650698
0.689683	1.24965	0.65282
0.672636	1.25197	0.648862
0.675991	1.27907	0.658436
0.67712	1.25724	0.653015
0.671074	1.24098	0.64981
